NoUrut,IdData,Data,Data Inggris,Label,HasilSegmen,DataAsliOptimal,DataAsliGreedy,DataEditOptimal,DataEditGreedy
2098,139,Pusing Mual dan muntah,Dizziness Nausea and vomiting,F3,6,8,8,6,6
2099,139,Mood yang sering berubah - ubah,Frequent mood swings,F3,6,8,8,6,6
2100,139,Buang air kecil menjadi sering,Urination becomes frequent,F3,6,8,8,6,6
2101,139,Sensitif terhadap bau yang tajam,Sensitive to strong odors,F3,6,8,8,6,6
2102,139,Anda dapat melakukan tes kehamilan atau tes pack untuk mengetahui apakah terjadi kehamilan atau tidak,You can do a pregnancy test or pack test to find out if there is a pregnancy or not,F5,7,1,1,7,7
2103,139,"Namun, sebaiknya Anda tidak menunda untuk berkonsultasi terlebih dahulu ke Dokter agar dapat dilakukan pemeriksaan dan mengetahui penyebab dari gejala yang di alami sehingga dapat dilakukan penanganan jika diperlukan","However, you should not delay consulting a doctor first so that an examination can be carried out and find out the cause of the symptoms you are experiencing so that treatment can be carried out if necessary",F5,8,2,2,8,8
2104,139,Dokter akan melakukan wawancara dan pemeriksaan secara menyeluruh,The doctor will conduct a thorough interview and examination,F5,8,2,2,8,8
2105,139,Beberapa hal yang dapat Anda lakukan adalah: Beristirahat yang cukup,Some things you can do are: Get enough rest,F5,9,1,1,9,9
2106,139,Mencukupi kebutuhan gizi dan cairan sehari - hari,Sufficient nutrition and daily fluid needs,F5,10,1,1,10,10
2107,139,Mengelola stres dengan baik,Manage stress well,F5,11,3,3,11,11
2108,139,"Menjalani pola hidup sehat, seperti tidak merokok, tidak Mengonsumsi alkohol, serta berolahraga secara teratur","Living a healthy lifestyle, such as not smoking, not consuming alcohol, and exercising regularly",F5,11,3,3,11,11
2109,139,Baca juga artikel mengenai Cara Membedakan Pra - Menstrual Syndrome atau Tanda Kehamilan dan Waktu Yang Tepat Melakukan Tes Kehamilan,Also read the article on How to Distinguish Pre - Menstrual Syndrome or Signs of Pregnancy and the Right Time to Take a Pregnancy Test,F5,11,3,3,11,11
2110,139,Semoga bermanfaat,May be useful,F1,12,2,2,12,12
2111,139,"Salam, dr Christian Haryanto","Regards, dr Christian Haryanto",F1,12,2,2,12,12
2112,140,Halo!,Hello!,F1,0,1,1,0,0
2113,140,Terima kasih atas pertanyaannya pada Alodokter,Thank you for the question to Alodokter,F1,1,2,2,1,1
2114,140,"Frekuensi konsumsi ASI pada bayi dapat bervariasi setiap harinya sekitar 8 - 12 kali per hari, atau setiap 2 - 3 jam","The frequency of consumption of breast milk in infants can vary every day about 8 - 12 times per day, or every 2 - 3 hours",F3,1,2,2,1,1
2115,140,Frekuensi ini umumnya akan menurun seiring bertambahnya usia bayi,This frequency will generally decrease as the baby gets older,F3,2,11,11,2,2
2116,140,"Untuk durasi minum sendiri, dapat bervariasi","For the duration of drinking alone, it can vary",F3,2,11,11,2,2
2117,140,"Bayi kecil dapat memiliki durasi minum yang lebih cepat, karena lambung yang lebih kecil dan lebih cepat kenyang dibandingkan bayi yang lebih besar","Small babies can have a faster duration of drinking, because of a smaller stomach and full faster than larger babies",F3,2,11,11,2,2
2118,140,"Pada prinsipnya, asalkan bayi Anda tetap dalam kondisi yang baik dan nampak sehat, berat badan naik sesuai usia, nampak ceria, frekuensi BAK dan BAB tetap normal, maka hal ini tidak jadi masalah","In principle, as long as your baby stays in good condition and looks healthy, weight gains with age, looks cheerful, the frequency of urination and bowel movements remains normal, then this is not a problem",F4,2,11,11,2,2
2119,140,Sebab menurunnya frekuensi menyusu bayi dapat karena hal berikut: Perlekatan yang kurang baik,The reason for the decrease in the frequency of breastfeeding the baby can be due to the following: Poor attachment,F3,2,11,11,2,2
2120,140,Bayi lelah atau stimulasi berlebih,Baby tired or overstimulation,F3,2,11,11,2,2
2121,140,"Bayi bingung puting, misalnya karena sering menggunakan dot","Babies have nipple confusion, for example because they often use a pacifier",F3,2,11,11,2,2
2122,140,Terdapat distraksi,There is a distraction,F3,2,11,11,2,2
2123,140,Akan tumbuh gigi,Will be teething,F3,2,11,11,2,2
2124,140,"Bayi sedang sakit, terutama yang berkaitan dengan sumbatan jalan napas misalnya infeksi paru atau radang hidung dan lain sebagainya","The baby is sick, especially those related to airway obstruction such as lung infections or inflammation of the nose and so on",F3,2,11,11,2,2
2125,140,Cobalah Anda lakukan beberapa hal berikut: Pastikan perlekan bayi baik sehingga bayi nyaman saat menyusu,Try to do the following: Make sure the baby's grip is good so that the baby is comfortable while breastfeeding,F5,2,11,11,2,2
2126,140,Buat bayi rileks misalnya dengan menyanyi atau menyusuinya di kursi goyang,"Make the baby relax, for example by singing or feeding him in the rocking chair",F5,3,2,3,3,3
2127,140,Lumuri asi di sekitar puting,Apply breast milk around the nipples,F5,3,2,3,3,3
2128,140,"Bila bayi pilek, hisap lendir dengan pipet hidung supaya bayi tidak kesulitan bernapas, yang dapat berdampak terhadap turunnya frekuensi dan durasi minum bayi","If the baby has a cold, suck the mucus with a nasal pipette so that the baby does not have difficulty breathing, which can have an impact on the frequency and duration of baby drinking",F5,4,2,3,4,3
2129,140,"Bila dengan cara - cara tersebut bayi menunjukkan tanda - tanda bahaya kekurangan ASI seperti lemas, kulit kering dan keriput, menangis merintih dan tidak keluar air mata, pertumbuhan yang tidak sesuai dengan usianya, segera periksakan ke IGD terdekat atau dapat pula langsung ke dokter spesialis anak untuk mendapatkan tindakan lanjutan yang sesuai","If in these ways the baby shows danger signs of lack of breast milk, such as weakness, dry and wrinkled skin, crying and no tears, growth that is not in accordance with his age, immediately go to the nearest emergency room or directly to a pediatrician to get the appropriate follow - up",F5,4,2,1,4,4
2130,140,"Sekian penjelasan dari saya, semoga membantu dan bermanfaat :)","That's all from me, I hope it's helpful and useful :)",F1,5,1,1,5,4
2131,141,Hai,Hi,F1,0,2,2,0,0
2132,141,Menstruasi merupakan keadaan dimana dinding rahim mengalami peluruhan yang disebabkan oleh tidak adanya proses pembuahan / kehamilan,Menstruation is a condition in which the uterine wall sloughs off due to the absence of the fertilization process,F3,0,2,2,0,0
2133,141,Di saat seorang wanita mengalami kehamilan maka otomatis wanita tersebut tidak akan mengalami menstruasi hal ini disebabkan oleh karena sudah terjadinya pembuahan dan menempelnya calon janin pada dinding rahim sehingga dinding rahim tidak akan mengalami peluruhan kecuali terjadi keguguran,"When a woman experiences pregnancy, the woman will automatically not experience menstruation, this is because fertilization has occurred and the prospective fetus is attached to the uterine wall so that the uterine wall will not experience sloughing unless a miscarriage occurs",F3,1,3,3,1,1
2134,141,Menstruasi akan terjadi setelah wanita mengalami persalinan,Menstruation will occur after a woman has given birth,F3,1,3,3,1,1
2135,141,Dan pada umumnya saat seorang wanita masih menyusui maka menstruasi belum terjadi,"And in general, when a woman is still breastfeeding, menstruation has not occurred",F3,1,3,3,1,1
2136,141,"Namun, menstruasi ini berbeda - beda setiap wanita, hal ini disebabkan karena keadaan hormonal setiap wanita juga berbeda - beda","However, menstruation is different for every woman, this is because the hormonal state of each woman is also different",F3,2,2,2,2,2
2137,141,"Anda dapat membaca artikel di bawah ini: Proses pembuahan, Menstruasi","You can read the article below: The process of fertilization, Menstruation",F5,2,2,2,2,2
2138,141,"Semoga membantu, dr Yosephine","Hope it helps, dr Yosephine",F1,3,1,1,3,3
2139,142,"Halo, Terima kasih atas pertanyaannya","Hello, Thanks for the question",F1,0,1,1,0,0
2140,142,Bagaimanakah siklus menstruasi Anda pada tahun sebelumnya?,How was your menstrual cycle in the previous year?,F2,1,2,2,1,1
2141,142,Apakah hal ini pertama kali terjadi?,Is this the first time this has happened?,F2,1,2,2,1,1
2142,142,"Pada kondisi normal, menstruasi berkisar antara 2 - 7 hari dengan siklus menstruasi 21 - 35 hari yang dihitung dari hari pertama menstruasi sampai hari pertama menstruasi berikutnya","Under normal conditions, menstruation ranges from 2 - 7 days with a menstrual cycle of 21 - 35 days which is calculated from the first day of menstruation until the first day of the next menstruation",F3,2,1,1,2,2
2143,142,"Gangguan siklus menstruasi tergolong menjadi salah satu hal berikut: Metrorrhagia : menstruasi yang tidak teratur, tetapi rutin terjadi","Menstrual cycle disorders are classified into one of the following: Metrorrhagia: irregular menstruation, but occurs regularly",F3,3,11,11,3,3
2144,142,"Oligomenorrhea : menstruasi yang terjadi jarang, siklus menstruasi terjadi lebih dari 35 hari hingga 3 bulan, sehingga dalam kurun waktu setahun, menstruasi bisa terjadi hanya sekitar 6 - 8 kali","Oligomenorrhea: menstruation that occurs infrequently, menstrual cycles occur more than 35 days to 3 months, so that within a year, menstruation can occur only about 6 - 8 times",F3,3,11,11,3,3
2145,142,Amenorrhea : ketika menstruasi Anda berhenti selama 3 bulan lebih,Amenorrhea: when your periods stop for more than 3 months,F3,3,11,11,3,3
2146,142,"Menometrorrhagia: pendarahan menstruasi yang berlangsung lebih lama dan volume darah lebih banyak, terjadi tidak teratur","Menometrorrhagia: menstrual bleeding that lasts longer and more blood volume, occurs irregularly",F3,3,11,11,3,3
2148,142,Yang Anda alami mungkin saja termasuk oligomenorrhea,What you are experiencing may include oligomenorrhea,F4,3,11,11,3,3
2149,142,"Ada berbagai hal yang dapat menyebabkan gangguan menstruasi ini: tingkat stres yang berlebihan, obesitas, penggunaan alat kontrasepsi, gangguan pola makan seperti anorexia, peningkatan hormon prolaktin dalam darah, gangguan hormon tiroid, sindrom ovarium polikistik","There are various things that can cause this menstrual disorder: excessive stress levels, obesity, use of contraceptives, eating disorders such as anorexia, increased prolactin in the blood, thyroid hormone disorders, polycystic ovary syndrome",F3,3,11,11,3,3
2150,142,Sindrom ovarium polikistik merupakan penyebab tersering oligomenorrhea,Polycystic ovary syndrome is the most common cause of oligomenorrhea,F3,3,11,11,3,3
2151,142,"Pada penyakit ini, ditemukan banyak kista kecil pada indung telur sehingga menyebabkan gangguan hormon reproduksi dan gangguan menstruasi","In this disease, many small cysts are found on the ovaries, causing reproductive hormone disorders and menstrual disorders",F3,3,11,11,3,3
2152,142,Ketidaknormalan juga terjadi kepada proses pelepasan sel telur,Abnormalities also occur in the process of releasing eggs,F3,3,11,11,3,3
2153,142,"Ini menyebabkan Anda tidak mengalami menstruasi, atau mengalami menstruasi tapi darah yang keluar hanya sedikit","This causes you to not have a period, or to have a period but only a little blood comes out",F3,3,11,11,3,3
2154,142,"Sebaiknya Anda segera memeriksakan diri ke dokter spesialis kandungan, sehingga dokter dapat melakukan pemeriksaan untuk mencari tahu penyebabnya dan memberikan penanganan yang tepat","You should immediately consult an obstetrician, so that the doctor can conduct an examination to find out the cause and provide the right treatment",F5,3,11,11,3,3
2155,142,"Anjuran berikut dapat Anda lakukan: kelola stres dengan baik, lakukan hal - hal yang menyenangkan perbaiki pola makan, dan berolahragalah dengan teratur jaga agar berat badan tubuh tetap ideal","You can do the following suggestions: manage stress well, do fun things, improve your diet, and exercise regularly to keep your body weight ideal",F5,4,1,1,4,4
2156,142,Semoga membantu,I hope this helps,F1,5,2,2,5,5
2157,142,dr Aloisia,Dr Aloisia,F1,5,2,2,5,5
2158,143,Hai Ayu,Hi Ayu,F1,0,3,3,0,0
2159,143,Senggama terputus atau berhubungan seksual namun tidak dikeluarkan di dalam kelamin wanita merupakan salah satu metode kontrasepsi alami,Intercourse is interrupted or having sex but is not released in the female genitalia is one of the natural methods of contraception,F3,0,3,3,0,0
2160,143,"Namun, metode ini memiliki banyak kelemahan dimana ada kemungkinan keterlambatan saat mengeluarkan","However, this method has many drawbacks where there is a possibility of delay in issuing",F3,0,3,3,0,0
2161,143,"Kemudian, kondisi haid yang terlambat selain kehamilan , dapat juga disebabkan oleh 1 Pola hidup yang kurang sehat seperti pembatasan asupan makanan berlebihan, kelelahan fisik serta kurang istirahat","Then, the condition of late menstruation other than pregnancy, can also be caused by an unhealthy lifestyle such as limiting excessive food intake, physical fatigue and lack of rest",F3,1,8,8,1,1
2162,143,2 Stres psikis,2 Psychological stress,F3,1,8,8,1,1
2163,143,"3 Adanya kondisi klinis tertentu seperti radang panggul, sindrom polikistik ovarii, endometriosis, polip rahim","3 Presence of certain clinical conditions such as pelvic inflammatory disease, polycystic ovary syndrome, endometriosis, uterine polyps",F3,1,8,8,1,1
2164,143,4 Penggunaan kontrasepsi,4 Contraceptive use,F3,1,8,8,1,1
2165,143,Konsultasikan dengan dokter mengenai kondisi yang anda alami,Talk to your doctor about your condition,F5,1,8,8,1,1
2166,143,Pemeriksaan kehamilan perlu dilakukan untuk memastikan kemungkinan terjadinya kehamilan,Pregnancy tests need to be done to confirm the possibility of pregnancy,F5,1,8,8,1,1
2167,143,"Menjaga pola hidup sehat dengan konsumsi makanan gizi seimbang, istirahat cukup, olahraga teratur, tidak merokok ataupun alkohol, kelola stres dapat membantu","Maintaining a healthy lifestyle by consuming a balanced nutritional diet, getting enough rest, exercising regularly, not smoking or alcohol, managing stress can help",F5,1,8,8,1,1
2168,143,Berikut mengenai menstruasi tidak teratur,Here's about irregular menstruation,F5,1,8,8,1,1
